X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
5.9,4.9,feb,wed,84.1,7.3,52.9,2.7,14.6,42.0,2.7,0.1,0.1
3.3,3.4,jul,sat,90.1,99.6,631.3,6.3,21.5,33.9,2.1,0.2,0.0
1.8,6.4,dec,thu,90.9,126.5,686.5,7.0,19.3,47.9,1.2,0.0,-0.1
8.7,4.2,oct,wed,91.7,35.7,80.7,7.7,15.2,27.0,5.4,-0.2,-0.1
5.8,7.4,aug,tue,92.0,99.2,745.1,9.5,10.2,74.9,3.4,0.1,3.7
1.9,7.4,nov,wed,92.2,207.0,672.5,8.2,27.9,33.0,2.3,0.1,2.4
1.5,2.6,jul,wed,93.7,149.5,728.5,8.1,28.1,26.0,3.0,-0.0,64.1
5.7,8.3,may,sat,93.8,81.1,685.2,17.8,23.3,25.9,4.9,0.0,23.4
8.4,3.5,oct,mon,89.6,287.2,849.2,6.7,19.5,45.1,3.5,-0.2,0.1
8.7,8.5,sep,thu,93.0,180.4,430.7,10.9,26.8,27.9,5.1,-0.1,86.5
1.1,8.6,jan,fri,92.5,121.0,674.3,8.6,24.1,28.9,4.4,0.1,-0.0
6.1,8.4,jan,fri,91.2,38.0,673.9,5.2,20.1,36.9,2.6,-0.2,13.9
3.6,2.7,mar,wed,92.2,111.2,654.3,9.5,20.5,41.9,4.8,0.1,-0.2
5.3,3.3,apr,thu,90.3,290.0,855.4,7.4,10.3,78.1,4.0,0.0,18.3
4.0,8.6,apr,sat,92.2,111.3,654.1,9.4,20.3,42.1,5.0,0.0,0.0
8.4,2.3,nov,sun,84.7,26.5,352.1,2.2,5.1,61.1,5.0,0.1,5.2
6.7,4.4,sep,thu,91.6,108.3,764.0,6.2,18.0,51.1,5.4,-0.0,0.0
8.2,5.2,mar,wed,94.4,85.0,692.2,15.8,25.2,24.1,3.6,-0.1,-0.1
7.6,2.9,jun,wed,88.2,25.9,67.6,3.8,14.8,38.0,2.8,0.2,-0.0
8.0,6.0,feb,wed,92.5,46.3,691.9,8.8,13.8,50.0,2.7,0.1,0.1
2.6,2.3,apr,fri,82.3,3.8,9.5,2.8,5.2,78.0,3.2,0.1,-0.0
5.5,2.5,sep,sat,93.7,102.2,550.4,14.6,22.2,54.0,7.6,0.1,0.8
1.8,6.7,jun,fri,96.3,175.5,661.7,16.9,24.0,42.0,2.3,-0.0,-0.0
3.7,5.1,jun,sun,93.2,157.4,666.8,13.5,22.3,36.9,3.7,-0.0,0.5
8.3,9.0,nov,sat,92.4,88.8,441.0,8.4,16.8,67.1,3.8,-0.1,6.6
3.7,4.0,jun,tue,92.2,111.2,654.0,9.6,18.3,45.1,3.7,0.1,1.4
6.4,5.2,oct,wed,92.4,117.9,667.9,12.1,23.0,36.9,4.6,0.1,0.0
8.0,6.2,may,mon,91.2,147.6,377.4,12.7,19.6,43.1,4.9,0.2,-0.1
7.0,6.1,mar,fri,91.0,276.3,825.2,7.1,14.5,75.9,7.5,0.0,3.7
2.6,4.5,oct,fri,91.4,142.3,601.4,10.7,19.7,38.9,5.5,-0.0,-0.2
2.4,2.3,jun,wed,93.0,137.0,706.5,9.1,27.7,24.0,2.2,-0.1,0.0
4.8,2.6,nov,fri,91.1,124.5,795.4,8.7,21.4,28.1,4.6,0.1,15.6
6.6,7.2,jul,tue,91.1,276.3,825.1,7.2,22.0,43.0,4.2,-0.1,70.5
3.7,3.7,jan,tue,93.6,101.4,458.8,12.0,19.3,39.0,7.1,-0.1,7.7
3.3,8.9,dec,wed,91.7,35.7,80.7,7.8,17.3,24.1,5.3,0.1,0.0
5.8,7.0,aug,tue,92.0,203.1,664.6,8.2,19.1,70.0,2.4,-0.0,-0.0
5.8,2.2,jul,wed,92.5,88.0,698.4,7.1,20.3,45.1,2.9,0.1,0.2
5.1,3.1,aug,thu,92.3,96.4,739.4,8.5,18.5,24.0,5.8,0.1,-0.1
1.5,4.4,nov,wed,95.9,127.2,570.4,16.6,23.2,32.9,4.4,-0.1,2.4
6.3,5.1,apr,sun,90.5,269.7,811.3,5.4,22.3,45.1,3.5,-0.1,0.2
8.5,7.2,feb,fri,92.1,206.9,672.7,8.4,25.5,29.1,1.7,-0.0,1.2
6.8,3.7,sep,tue,88.6,91.8,709.9,7.0,12.5,73.1,6.2,-0.0,30.4
1.7,3.9,jun,sun,93.4,141.1,713.8,13.8,18.5,49.2,3.7,-0.0,35.9
8.0,3.3,jun,thu,85.4,25.4,349.7,2.5,4.6,21.0,8.4,0.0,10.7
3.7,7.2,jul,sun,79.5,3.6,15.2,1.9,4.6,58.8,0.9,0.1,6.8
2.6,8.0,oct,fri,93.5,149.2,728.6,8.1,22.8,39.1,3.5,-0.0,-0.1
4.8,3.7,oct,thu,92.5,122.2,789.5,10.2,19.8,38.9,2.8,0.0,0.1
5.6,8.0,apr,mon,91.6,104.1,475.0,8.9,22.0,48.9,2.7,-0.1,-0.1
3.6,6.9,jan,sat,93.0,136.8,706.5,9.2,21.5,15.0,0.9,-0.1,-0.1
2.9,8.7,nov,wed,84.4,73.3,671.9,3.2,24.3,36.1,3.2,-0.0,105.8
2.6,5.0,jan,fri,50.3,46.1,706.6,0.5,12.2,78.0,6.4,0.1,-0.1
4.0,4.0,may,fri,91.9,111.6,770.4,6.7,21.4,35.1,2.9,0.0,5.4
8.8,8.1,jul,fri,92.1,152.5,658.3,14.4,21.1,31.8,3.0,-0.2,0.1
6.8,8.2,aug,mon,68.2,21.5,87.0,0.7,15.4,39.9,2.7,0.2,-0.0
7.6,4.2,nov,fri,92.0,99.0,745.2,9.6,10.2,74.8,3.6,-0.1,3.7
1.7,8.8,mar,thu,88.9,147.2,614.6,8.8,14.3,65.9,5.4,0.1,5.3
1.5,2.8,may,mon,89.2,103.9,431.7,6.5,22.6,57.0,4.8,-0.0,278.4
4.7,2.2,dec,wed,90.6,50.0,100.4,7.6,15.2,31.0,8.4,-0.1,2.0
3.5,7.3,jan,thu,89.6,89.9,704.4,4.8,17.8,64.0,1.3,-0.0,0.0
2.0,8.9,jun,sat,91.1,166.7,752.7,7.2,21.2,71.1,7.6,1.5,2.1
3.4,5.2,apr,mon,92.1,111.7,770.3,6.4,21.0,34.9,2.7,-0.1,5.6
4.6,4.0,jul,sat,92.3,99.0,745.1,9.7,20.5,43.1,3.6,-0.0,2.0
2.8,8.0,apr,wed,90.8,84.7,376.8,5.7,24.0,51.1,1.7,0.1,0.0
5.4,5.9,mar,fri,94.8,108.4,647.2,17.0,18.7,51.0,4.5,-0.0,0.0
1.1,7.8,mar,sat,90.0,82.8,735.7,6.1,15.5,57.0,4.7,-0.1,37.7
1.0,9.0,jul,mon,84.6,3.1,43.5,3.5,8.1,53.0,9.1,0.1,4.5
2.0,7.5,feb,thu,91.8,35.8,80.7,7.9,15.2,27.2,5.1,0.2,0.1
6.4,5.6,jul,fri,93.1,114.6,559.8,9.5,30.2,22.1,4.9,-0.1,-0.2
5.5,8.7,oct,fri,95.2,131.8,578.9,10.3,24.2,27.9,2.7,-0.0,8.8
7.0,6.5,sep,thu,91.4,30.7,74.2,7.5,18.2,29.0,3.0,-0.2,-0.1
2.5,7.4,may,mon,90.7,194.2,642.9,6.9,16.3,62.9,2.4,0.1,16.5
4.0,3.3,aug,tue,94.9,227.1,706.6,11.9,23.2,34.1,3.3,-0.2,-0.2
1.9,7.2,feb,mon,91.8,175.0,700.6,14.0,21.7,72.9,7.7,1.1,0.1
2.1,8.0,apr,wed,90.4,18.3,41.2,7.4,11.0,40.9,5.4,-0.0,5.6
3.6,3.7,sep,wed,93.9,80.8,685.2,18.1,23.4,25.9,4.9,-0.0,23.3
4.8,6.3,oct,thu,91.6,33.2,77.4,9.0,15.7,24.8,6.2,0.1,0.2
5.9,7.8,aug,wed,92.3,105.6,758.1,10.0,16.0,44.9,1.8,-0.0,0.2
5.2,2.5,nov,fri,91.1,129.4,692.4,7.0,17.7,46.1,3.2,-0.1,7.1
8.3,4.3,mar,fri,93.1,157.2,666.9,13.6,22.0,36.9,3.8,0.0,0.1
1.6,5.9,aug,tue,63.5,70.9,665.3,0.9,17.0,71.8,6.8,0.2,0.1
4.9,7.6,oct,tue,91.2,147.8,377.2,12.7,19.5,43.0,4.9,0.0,-0.1
2.8,5.4,jun,mon,84.2,6.6,26.7,7.7,6.7,79.0,2.9,-0.2,0.0
3.0,5.2,oct,wed,92.8,137.1,706.3,9.2,20.9,16.9,1.3,-0.2,0.2
8.2,7.9,apr,thu,95.0,108.3,647.2,17.1,17.4,43.1,6.6,-0.0,1.0
8.3,4.4,apr,sun,91.4,145.3,608.1,10.7,17.1,42.9,5.3,-0.1,0.2
1.5,8.6,aug,tue,90.7,43.5,687.0,6.6,18.5,25.0,2.8,-0.0,24.3
7.9,7.0,nov,sun,85.3,25.4,349.6,2.5,4.6,21.0,8.3,0.0,9.7
8.2,4.1,aug,sat,94.8,108.2,647.1,17.2,16.4,47.0,1.4,-0.0,1.6
5.3,3.7,apr,sat,91.2,129.6,692.6,7.0,18.7,39.9,2.3,-0.0,212.9
6.4,5.4,sep,sun,91.2,94.3,744.4,8.4,15.3,57.0,5.0,-0.1,39.2
7.7,7.5,nov,tue,90.1,99.6,631.2,6.2,17.7,44.1,2.1,-0.0,0.1
8.2,2.6,sep,fri,95.9,151.9,624.2,13.9,32.4,20.9,4.6,0.0,-0.1
7.1,7.9,mar,sun,92.2,99.0,745.4,9.5,20.8,35.1,4.8,0.1,13.1
8.0,6.3,nov,thu,92.2,152.7,658.3,14.3,20.0,47.1,4.0,0.1,3.1
8.9,8.7,jan,wed,92.6,88.0,698.7,7.1,19.6,48.0,2.8,0.1,-0.1
4.6,8.0,oct,mon,92.3,124.1,680.7,8.4,22.4,42.0,5.3,0.1,-0.0
2.5,6.9,sep,sun,91.9,98.9,745.3,9.5,17.2,57.0,4.5,-0.0,-0.0
1.1,2.8,sep,fri,92.0,102.2,751.4,8.4,23.6,27.0,4.0,0.0,3.3
8.4,3.1,jul,sun,90.3,290.1,855.4,7.6,20.0,44.0,3.0,0.1,8.0
4.5,2.1,apr,tue,92.8,119.0,783.5,7.5,16.8,27.9,3.9,0.1,1.0
6.9,4.8,sep,thu,85.9,19.4,57.3,2.6,13.6,42.8,5.8,-0.1,0.1
4.3,6.3,apr,sun,93.6,149.3,728.4,8.1,25.2,36.0,3.7,0.0,-0.2
1.5,6.5,jul,thu,94.7,222.5,698.6,13.7,24.1,38.0,6.7,-0.1,0.0
4.0,8.4,aug,fri,91.4,142.4,601.3,10.5,11.6,87.0,4.6,0.2,0.1
7.0,2.3,apr,sun,95.2,131.7,579.0,10.5,27.6,22.0,4.0,0.0,1.0
8.9,6.5,apr,sat,94.1,117.2,581.0,10.9,24.0,41.0,2.4,-0.0,8.0
4.0,2.0,mar,sat,90.7,41.9,89.5,7.8,13.3,41.9,0.9,-0.1,7.4
7.7,7.1,dec,fri,81.8,3.1,7.8,3.4,13.2,74.9,1.8,0.0,0.2
1.3,7.2,dec,thu,96.0,181.1,671.3,14.1,20.6,69.0,4.9,0.4,0.1
3.4,2.6,dec,mon,92.1,152.7,658.4,14.3,21.8,56.2,3.2,-0.1,0.5
4.7,6.9,oct,thu,91.8,78.6,724.1,9.3,18.8,34.9,2.7,0.1,-0.2
6.7,7.2,jun,thu,91.5,108.4,764.1,6.2,22.8,35.1,2.2,-0.1,7.3
7.5,6.6,mar,sat,92.5,122.1,789.5,10.1,19.7,39.2,2.7,0.0,-0.0
7.6,5.6,nov,tue,92.0,87.8,721.0,9.5,18.1,54.1,3.2,0.2,2.1
5.0,4.0,jun,thu,91.1,48.3,97.8,12.3,14.7,26.0,9.5,0.1,2.5
3.5,2.9,mar,thu,91.7,108.4,763.7,6.2,22.6,35.0,2.2,-0.1,7.4
7.2,8.7,oct,sat,93.5,97.9,542.1,14.4,28.4,31.9,4.1,-0.1,8.9
5.1,8.4,mar,mon,90.9,129.4,692.8,7.0,14.0,59.0,6.3,0.0,11.3
2.9,8.4,oct,tue,90.5,43.7,686.8,6.6,18.6,25.3,2.9,-0.2,24.3
6.7,8.5,aug,mon,91.2,183.0,437.7,12.4,12.5,90.0,7.8,0.1,-0.0
5.8,2.2,nov,fri,89.6,25.4,73.7,5.6,17.9,39.9,3.9,0.0,38.5
2.0,6.7,may,sat,93.1,114.3,559.9,9.3,30.4,21.9,4.9,0.1,0.1
1.3,3.0,jun,sun,94.2,96.3,200.0,56.2,20.9,44.1,4.5,-0.1,0.0
2.5,2.8,apr,sat,92.4,88.0,698.6,7.0,20.3,45.0,3.2,0.1,-0.0
2.0,2.4,mar,mon,93.3,180.3,430.8,11.2,22.2,47.9,1.3,-0.2,0.0
1.3,8.7,mar,tue,92.4,85.3,488.2,14.7,22.3,28.9,5.3,0.0,-0.0
6.7,5.9,nov,fri,84.0,8.8,32.0,2.3,8.9,68.1,2.2,-0.1,13.2
1.1,6.2,apr,mon,88.0,53.3,726.9,5.5,13.7,56.0,1.8,0.1,4.3
3.4,7.3,jun,fri,91.9,175.1,700.8,13.8,21.8,72.8,7.5,1.0,-0.1
3.9,8.6,feb,wed,92.1,102.3,751.5,8.4,24.3,26.9,2.9,0.0,0.1
7.9,4.0,oct,sun,91.1,126.3,686.5,7.1,14.7,69.9,3.6,0.0,-0.2
2.9,6.0,jun,thu,63.4,71.0,665.4,0.6,16.9,71.9,6.5,-0.0,-0.2
3.4,7.7,jun,sat,18.9,1.2,171.4,-0.1,5.0,100.1,0.8,0.2,0.0
7.7,2.7,mar,thu,91.9,111.7,770.3,6.5,21.0,35.3,2.9,-0.1,5.6
1.5,6.2,sep,sat,92.2,111.7,770.3,6.4,15.8,50.9,2.3,-0.2,0.0
5.9,2.4,jan,wed,90.3,99.6,631.3,6.1,16.2,59.0,3.3,0.1,32.0
4.0,6.0,feb,sun,91.6,33.2,77.6,9.0,15.7,25.1,6.2,-0.0,0.1
8.3,6.5,dec,thu,94.3,85.2,692.3,15.9,25.9,23.9,3.9,0.1,0.0
2.6,2.2,aug,mon,94.4,139.4,689.3,20.2,29.1,29.9,5.0,-0.1,2.0
1.5,8.8,jun,tue,84.3,27.1,353.4,6.8,4.8,57.2,8.4,0.1,9.1
1.3,4.7,feb,thu,91.0,129.5,692.7,7.0,20.6,37.1,2.2,-0.3,17.2
2.4,3.5,jun,tue,84.4,73.4,671.9,3.2,17.9,45.0,3.2,0.0,0.1
5.5,5.0,dec,thu,92.6,88.0,698.5,7.1,22.9,39.9,3.9,0.1,-0.2
7.4,4.4,feb,thu,92.0,102.3,751.5,8.4,19.7,34.9,1.8,0.0,-0.1
3.0,2.8,nov,thu,89.4,51.5,102.2,9.5,11.7,39.2,6.0,-0.0,7.0
2.0,8.4,aug,tue,86.6,13.2,42.9,5.3,12.3,50.8,1.0,-0.1,-0.0
5.9,8.0,dec,sat,92.2,207.2,672.6,8.3,25.7,28.9,1.7,0.1,1.1
4.3,8.6,jun,mon,92.4,124.1,680.7,8.5,17.2,60.0,1.3,-0.3,29.5
4.6,7.6,sep,fri,90.6,35.3,669.1,6.8,18.1,33.0,0.9,-0.0,-0.1
8.6,7.9,apr,fri,92.3,98.9,745.4,9.8,20.8,35.0,4.8,-0.0,13.2
1.5,5.7,sep,fri,89.5,89.9,704.2,4.8,17.8,66.9,2.3,0.1,2.0
3.3,3.6,aug,wed,90.2,96.9,624.0,9.0,14.6,58.8,5.8,0.1,0.1
8.2,4.8,oct,wed,92.1,111.1,654.2,9.6,16.7,47.0,0.7,-0.1,2.3
7.9,3.7,nov,sun,93.4,139.3,594.2,20.5,22.8,31.0,7.3,-0.2,15.5
3.3,8.8,oct,fri,85.5,25.3,349.8,2.6,5.2,23.9,8.5,0.0,24.7
5.4,8.8,aug,mon,91.1,103.1,638.9,5.9,23.0,31.0,2.8,0.2,-0.1
6.1,2.7,dec,thu,94.4,145.9,614.9,11.2,25.4,42.1,4.1,-0.1,0.1
4.3,3.7,nov,thu,93.4,145.4,721.3,8.1,28.7,27.0,2.1,0.1,1.5
3.0,3.5,dec,sat,89.5,84.2,714.3,5.9,19.1,52.1,2.3,-0.0,-0.1
5.4,6.5,mar,thu,84.1,4.7,46.6,2.2,5.3,67.9,1.8,-0.0,-0.1
1.1,2.7,jul,mon,88.8,147.2,614.6,9.1,17.3,43.0,4.6,-0.0,-0.1
2.8,3.6,apr,thu,89.3,51.3,102.1,9.6,11.5,39.0,5.7,-0.1,7.2
2.5,8.3,nov,fri,91.8,108.3,763.7,6.3,19.2,43.9,2.2,0.0,0.1
1.1,8.2,nov,fri,81.9,3.0,7.8,3.5,13.5,75.0,1.7,0.1,-0.1
2.4,4.9,feb,sat,90.9,126.6,686.4,7.0,22.0,38.9,1.8,-0.0,0.5
7.5,5.2,apr,wed,94.2,167.5,684.2,13.2,21.8,53.1,2.9,0.1,6.6
2.5,6.9,dec,thu,85.7,48.2,313.3,3.9,18.1,42.0,2.6,0.2,0.5
5.7,7.1,feb,sat,93.8,231.2,715.1,8.3,18.8,64.0,4.8,0.2,3.4
6.2,8.1,oct,thu,91.8,33.3,77.5,9.1,17.3,25.9,4.5,0.2,0.0
3.0,2.6,nov,fri,91.6,273.9,819.1,7.7,21.2,43.9,4.4,0.0,12.1
7.8,6.6,nov,sun,92.9,137.0,706.6,9.3,21.5,14.9,0.8,0.0,11.1
8.6,6.8,jun,thu,90.8,50.0,100.4,7.7,15.1,64.0,3.9,0.0,13.8
4.6,4.8,jul,sun,89.8,287.2,849.4,6.7,19.3,45.0,3.6,0.0,-0.0
5.7,7.2,aug,sat,88.1,53.4,726.9,5.4,13.8,56.1,1.8,0.1,4.6
5.0,3.7,nov,thu,92.1,207.0,672.6,8.3,25.6,28.9,1.7,0.1,1.3
3.1,5.1,apr,wed,91.4,104.1,474.9,9.0,22.2,48.9,2.7,0.0,-0.1
5.7,8.9,jan,sun,93.5,149.3,728.6,8.0,23.0,39.0,4.8,0.0,48.6
2.5,4.9,sep,wed,90.2,99.6,631.2,6.3,20.7,32.9,2.4,-0.1,0.0
1.5,6.0,may,tue,96.0,181.0,671.2,14.3,32.2,26.9,2.0,-0.0,14.7
3.5,8.8,oct,fri,86.5,13.2,43.0,5.2,12.4,50.9,0.9,-0.2,-0.1
7.7,7.9,feb,sun,90.4,96.8,750.6,11.4,20.3,54.9,5.0,-0.1,3.7
1.5,2.4,jan,mon,94.1,117.1,581.2,11.2,23.9,41.2,2.3,0.1,7.9
6.9,4.1,jan,tue,92.5,121.3,674.4,8.7,25.0,26.9,4.1,-0.1,1090.9
8.0,4.2,jan,mon,89.8,41.3,682.5,8.7,11.4,60.0,5.3,-0.0,0.1
5.3,7.6,nov,wed,93.4,139.3,594.2,20.3,23.6,32.0,5.9,-0.2,0.0
2.6,2.2,aug,wed,92.3,96.1,450.2,12.2,23.2,31.0,5.5,-0.0,0.1
3.0,4.7,apr,thu,93.5,231.2,715.2,8.0,18.8,64.0,4.9,-0.1,-0.1
6.8,8.3,aug,mon,92.7,164.0,575.9,9.0,26.2,38.8,3.0,0.1,7.2
7.9,5.3,mar,sat,92.1,99.0,745.2,9.6,20.9,34.9,4.9,0.0,1.3
8.8,8.8,jun,sat,95.1,217.6,690.1,18.1,28.2,29.1,1.8,0.0,5.9
1.7,3.5,feb,sat,92.1,111.0,654.0,9.7,18.5,45.0,3.4,0.1,1.8
1.7,2.1,mar,sun,94.8,222.4,698.7,13.7,23.9,38.0,6.7,-0.0,0.1
5.2,8.7,mar,fri,94.4,62.3,442.8,10.9,22.9,36.1,3.1,0.0,-0.0
4.2,3.8,sep,mon,92.2,102.3,751.5,8.4,21.3,31.9,2.1,-0.0,0.0
2.5,8.6,may,wed,95.0,222.4,698.6,13.8,23.9,38.2,6.7,0.1,0.1
5.3,7.3,mar,sat,89.9,287.2,849.3,6.9,19.3,44.9,3.8,-0.0,-0.1
6.4,2.9,jan,wed,92.9,137.0,706.4,9.3,27.7,24.0,2.1,0.3,-0.0
4.9,6.3,aug,mon,92.3,152.5,658.2,14.2,23.7,24.0,2.9,-0.1,-0.0
2.6,5.7,feb,thu,92.4,117.8,668.1,12.2,19.6,33.1,6.4,0.2,0.1
4.7,3.9,oct,sun,89.7,285.0,844.0,10.2,10.5,77.1,4.0,0.2,0.1
2.3,6.3,nov,sun,94.3,117.3,581.0,11.2,23.7,41.0,2.3,-0.1,7.9
5.5,2.7,apr,thu,95.3,141.4,605.7,17.6,20.5,57.9,1.4,-0.1,0.1
7.4,5.4,jan,thu,87.2,24.1,64.6,4.1,11.8,35.3,1.7,0.2,-0.0
2.6,7.8,aug,fri,91.1,134.7,817.6,7.1,18.4,30.0,2.7,0.1,0.1
1.2,6.4,mar,sat,92.1,92.2,442.2,9.8,22.8,27.1,4.5,0.1,1.6
8.4,6.8,nov,fri,93.6,235.1,723.1,10.0,20.8,66.0,4.8,0.2,15.3
3.0,2.2,mar,thu,90.6,35.4,669.0,6.7,18.0,32.8,0.7,0.1,0.0
3.8,3.4,feb,sun,95.3,99.9,513.3,13.2,23.8,32.1,5.3,-0.1,0.8
7.8,5.5,jul,fri,91.9,111.7,770.2,6.6,19.7,44.9,3.1,0.2,20.0
1.7,4.1,jun,mon,91.7,181.2,613.2,7.6,24.9,36.0,3.9,-0.0,3.0
4.3,3.6,jul,sun,90.7,80.8,368.5,16.7,14.7,77.7,7.7,0.1,0.0
6.0,7.7,sep,thu,93.7,235.3,723.0,10.2,20.7,66.1,4.7,0.0,15.4
8.7,8.2,sep,sat,90.3,80.6,730.3,6.3,17.8,63.0,4.9,-0.0,0.1
6.2,2.4,nov,fri,90.3,99.6,631.2,6.3,19.3,44.1,2.7,0.1,4.6
4.1,5.1,apr,fri,91.5,100.2,466.2,6.1,22.8,40.0,1.3,0.0,2.6
6.8,6.8,aug,thu,94.3,85.1,692.2,15.9,25.7,23.8,4.1,-0.1,0.0
2.0,8.3,mar,fri,95.3,131.6,578.7,10.3,20.8,45.1,2.2,0.1,2.6
2.0,2.9,jan,fri,92.1,152.7,658.0,14.3,21.9,56.0,3.3,-0.0,0.6
4.1,5.0,oct,tue,92.5,164.2,575.7,8.9,26.2,39.1,3.0,-0.1,7.1
7.3,5.2,aug,mon,85.8,48.3,313.5,3.8,18.1,42.0,2.7,0.2,0.3
5.4,5.4,dec,sun,91.8,175.1,700.9,13.7,25.7,38.8,5.4,0.0,0.2
7.9,8.7,aug,mon,84.5,73.5,671.7,3.2,24.2,28.1,3.6,-0.0,1.1
4.7,7.3,sep,mon,92.2,81.7,480.9,11.7,16.5,43.2,4.0,0.3,71.2
6.7,4.0,dec,thu,94.9,222.4,698.8,14.1,20.2,42.0,2.8,-0.2,0.2
2.7,8.7,feb,fri,91.1,121.2,561.5,6.7,21.4,19.0,6.8,-0.1,-0.1
2.3,2.5,feb,mon,91.1,103.3,638.7,5.8,22.8,31.0,3.1,-0.2,-0.2
6.6,5.8,jun,wed,92.9,136.9,706.6,9.2,22.3,33.9,2.3,-0.0,0.2
3.1,5.0,sep,fri,93.1,137.1,706.3,9.2,22.3,34.1,2.2,0.1,0.2
1.6,8.7,jul,fri,91.3,38.0,673.8,5.1,20.3,36.9,2.8,0.1,13.6
6.7,6.5,jun,fri,90.8,194.1,643.1,6.8,16.2,63.2,2.6,0.1,16.5
5.8,6.4,may,thu,93.8,121.6,350.2,17.9,22.7,39.9,9.2,-0.1,3.2
3.7,6.0,may,tue,87.7,52.2,103.7,4.9,11.1,46.1,5.8,-0.1,27.3
1.3,4.0,jun,thu,88.5,147.2,614.5,9.0,17.5,42.9,4.6,0.1,0.1
6.1,7.6,dec,sun,89.2,51.2,102.2,9.5,11.5,39.1,5.9,0.1,0.0
7.6,2.3,oct,mon,92.9,133.2,699.7,9.2,19.3,18.9,1.3,-0.0,31.8
2.1,7.4,oct,thu,92.8,73.2,712.9,22.8,19.4,38.1,4.1,-0.0,-0.1
3.9,3.8,sep,fri,93.6,235.0,723.1,10.2,24.2,50.1,3.9,0.0,-0.1
6.3,3.1,dec,mon,88.6,91.9,709.9,7.1,11.2,78.0,7.6,-0.2,0.2
3.0,4.3,sep,sat,92.6,117.9,667.9,12.3,18.8,34.0,5.9,-0.2,1.7
2.3,8.7,may,tue,92.3,121.1,674.3,8.7,18.2,45.9,1.8,0.1,200.8
1.2,8.4,aug,thu,92.3,124.1,680.6,8.5,24.0,31.9,6.7,-0.1,5.4
4.7,3.6,jun,thu,91.5,108.4,763.9,6.2,19.5,44.0,2.2,0.1,3.9
6.1,9.0,nov,thu,91.7,191.3,636.0,7.6,19.9,50.0,4.1,0.0,82.7
3.3,6.4,oct,mon,90.9,121.3,561.7,7.0,21.6,18.9,6.9,0.0,-0.0
2.8,4.1,mar,tue,88.1,96.0,229.0,4.6,14.4,79.1,4.0,0.0,1.9
6.0,8.4,may,wed,91.5,33.2,77.4,8.9,18.8,18.1,4.6,0.1,0.0
7.9,7.0,nov,tue,91.5,104.2,474.9,8.7,25.2,39.0,1.0,-0.0,8.1
7.6,8.8,jan,fri,95.3,217.7,690.0,18.1,28.2,28.9,1.9,0.0,5.8
5.4,5.3,nov,fri,91.6,35.7,80.9,7.9,15.0,27.0,5.5,0.2,-0.1
2.3,7.9,jul,thu,95.8,158.2,633.4,11.3,32.2,27.0,2.3,-0.0,0.1
7.2,2.6,jun,fri,92.1,102.3,751.5,8.4,24.3,27.0,2.8,0.1,6.7
7.0,2.7,apr,sun,95.0,135.6,596.4,21.3,30.7,28.0,3.9,-0.0,2.2
6.9,5.7,jun,wed,94.7,212.1,680.8,9.5,28.0,26.9,2.1,0.0,-0.1
2.7,4.7,jun,sat,91.6,35.8,80.9,7.8,11.5,30.0,6.3,-0.2,-0.1
1.2,7.4,oct,wed,88.2,25.7,67.8,3.7,15.7,27.1,7.7,-0.2,0.0
1.8,2.8,aug,fri,91.6,108.6,764.0,6.2,10.0,86.1,1.9,0.1,0.2
5.4,2.4,jan,tue,91.5,108.4,764.0,6.3,9.9,85.8,1.8,0.1,0.2
6.9,8.5,may,tue,90.0,39.6,86.6,6.2,13.1,40.0,5.5,-0.1,0.8
5.8,3.7,mar,fri,91.7,145.2,608.2,10.8,17.0,43.2,5.5,0.0,0.1
4.0,5.6,sep,mon,91.4,142.3,601.4,10.4,19.4,39.0,6.4,0.3,-0.0
6.2,2.2,may,tue,90.3,290.1,855.3,7.3,10.4,77.9,4.2,-0.1,18.3
3.4,5.1,apr,sat,93.0,75.1,466.8,7.5,18.9,35.1,4.8,0.2,0.0
6.9,6.2,jul,sun,94.4,139.4,689.1,20.1,29.2,29.9,5.0,0.1,1.8
2.3,3.3,mar,fri,89.7,284.8,844.0,10.1,10.4,77.0,3.9,0.1,0.1
1.0,7.0,mar,fri,92.1,206.8,672.4,8.1,27.8,33.0,2.2,0.0,2.5
3.1,6.6,dec,tue,91.8,248.4,753.8,6.2,20.3,56.1,2.0,0.0,-0.0
2.8,7.8,jul,wed,91.6,191.4,635.8,7.7,26.0,35.9,4.6,-0.1,185.7
1.7,4.4,jan,sat,92.9,118.9,783.5,7.5,16.9,27.9,4.0,-0.2,7.1
3.0,8.7,jul,fri,84.9,18.1,55.1,3.0,5.4,70.1,4.6,0.1,2.0
5.5,4.5,nov,tue,93.8,231.0,715.1,8.5,18.8,64.2,5.0,0.1,-0.1
5.7,6.8,feb,fri,93.6,231.2,715.3,8.5,19.0,64.0,4.7,-0.1,3.4
4.4,8.7,aug,tue,90.7,41.7,89.5,7.7,13.4,41.8,0.8,0.2,7.6
2.7,7.3,jan,tue,75.1,4.5,16.2,1.8,4.8,82.1,6.3,0.0,5.2
8.3,7.3,jul,fri,91.0,19.0,30.8,7.9,8.7,51.0,5.8,0.1,0.1
1.4,7.9,jul,tue,90.9,35.4,669.2,6.7,18.0,32.9,1.0,-0.2,-0.1
